scenario,thread_id,seq,question,ok,err_type,err_msg,t_total,t_retrieve,t_generate,t_citation,t_db,http_status,cold,ts
web,8,6,,True,,,0.020335300010629,0.0,0.0,0.0,0.0,200,False,1787940294.42525
web,8,7,,True,,,0.02976999996462837,0.0,0.0,0.0,0.0,200,False,1787940299.446006
web,8,8,,True,,,0.032265399990137666,0.0,0.0,0.0,0.0,200,False,1787940304.4766202
web,8,9,,True,,,0.0053115999908186495,0.0,0.0,0.0,0.0,200,False,1787940309.5091248
web,9,0,,True,,,0.8814192999852821,0.0,0.0,0.0,0.0,200,False,1787940263.5140207
web,9,1,,True,,,0.026446299976669252,0.0,0.0,0.0,0.0,200,False,1787940269.3956008
web,9,2,,True,,,0.030086599988862872,0.0,0.0,0.0,0.0,200,False,1787940274.422231
web,9,3,,True,,,0.0067554000415839255,0.0,0.0,0.0,0.0,200,False,1787940279.4524703
web,9,4,,True,,,0.005243299994617701,0.0,0.0,0.0,0.0,200,False,1787940284.4597714
web,9,5,,True,,,0.018011100008152425,0.0,0.0,0.0,0.0,200,False,1787940289.4654126
web,9,6,,True,,,0.006952099967747927,0.0,0.0,0.0,0.0,200,False,1787940294.4837923
web,9,7,,True,,,0.013153099978808314,0.0,0.0,0.0,0.0,200,False,1787940299.4918132
web,9,8,,True,,,0.01565899996785447,0.0,0.0,0.0,0.0,200,False,1787940304.505366
web,9,9,,True,,,0.005772200005594641,0.0,0.0,0.0,0.0,200,False,1787940309.52118
web,10,0,,True,,,0.8420121999806724,0.0,0.0,0.0,0.0,200,False,1787940263.5140471
web,10,1,,True,,,0.008354499994311482,0.0,0.0,0.0,0.0,200,False,1787940269.3570397
web,10,2,,True,,,0.02543909999076277,0.0,0.0,0.0,0.0,200,False,1787940274.3658085
web,10,3,,True,,,0.034541300032287836,0.0,0.0,0.0,0.0,200,False,1787940279.3917747
web,10,4,,True,,,0.008644299989100546,0.0,0.0,0.0,0.0,200,False,1787940284.4265804
web,10,5,,True,,,0.024498599988874048,0.0,0.0,0.0,0.0,200,False,1787940289.4353127
web,10,6,,True,,,0.007047599996440113,0.0,0.0,0.0,0.0,200,False,1787940294.459921
web,10,7,,True,,,0.0050817999872379005,0.0,0.0,0.0,0.0,200,False,1787940299.4672434
web,10,8,,True,,,0.015944399987347424,0.0,0.0,0.0,0.0,200,False,1787940304.472641
web,10,9,,True,,,0.011753699975088239,0.0,0.0,0.0,0.0,200,False,1787940309.4890826
web,11,0,,True,,,0.6294165999861434,0.0,0.0,0.0,0.0,200,False,1787940263.7090123
web,11,1,,True,,,0.03803080000216141,0.0,0.0,0.0,0.0,200,False,1787940269.3389804
web,11,2,,True,,,0.032520500011742115,0.0,0.0,0.0,0.0,200,False,1787940274.3773131
web,11,3,,True,,,0.008334900019690394,0.0,0.0,0.0,0.0,200,False,1787940279.4103706
web,11,4,,True,,,0.014931400015484542,0.0,0.0,0.0,0.0,200,False,1787940284.4187672
web,11,5,,True,,,0.025442600017413497,0.0,0.0,0.0,0.0,200,False,1787940289.4337568
web,11,6,,True,,,0.005630199972074479,0.0,0.0,0.0,0.0,200,False,1787940294.4593737
web,11,7,,True,,,0.029400700004771352,0.0,0.0,0.0,0.0,200,False,1787940299.4652045
web,11,8,,True,,,0.022547700034920126,0.0,0.0,0.0,0.0,200,False,1787940304.4953816
web,11,9,,True,,,0.020952399994712323,0.0,0.0,0.0,0.0,200,False,1787940309.5183842
web,12,0,,True,,,0.4896180999930948,0.0,0.0,0.0,0.0,200,False,1787940263.85037
web,12,1,,True,,,0.004303499998059124,0.0,0.0,0.0,0.0,200,False,1787940269.3403575
web,12,2,,True,,,0.004029700008686632,0.0,0.0,0.0,0.0,200,False,1787940274.3453095
web,12,3,,True,,,0.02324629999930039,0.0,0.0,0.0,0.0,200,False,1787940279.349724
web,12,4,,True,,,0.0040969999972730875,0.0,0.0,0.0,0.0,200,False,1787940284.3733299
web,12,5,,True,,,0.015760999987833202,0.0,0.0,0.0,0.0,200,False,1787940289.3791265
web,12,6,,True,,,0.004802100011147559,0.0,0.0,0.0,0.0,200,False,1787940294.396075
web,12,7,,True,,,0.02530579996528104,0.0,0.0,0.0,0.0,200,False,1787940299.4020224
web,12,8,,True,,,0.002292499993927777,0.0,0.0,0.0,0.0,200,False,1787940304.4277413
web,12,9,,True,,,0.02664929995080456,0.0,0.0,0.0,0.0,200,False,1787940309.4301207
web,13,0,,True,,,0.7454272999893874,0.0,0.0,0.0,0.0,200,False,1787940263.513903
web,13,1,,True,,,0.02779759996337816,0.0,0.0,0.0,0.0,200,False,1787940269.2601044
web,13,2,,True,,,0.020678200002294034,0.0,0.0,0.0,0.0,200,False,1787940274.28857
web,13,3,,True,,,0.015483399969525635,0.0,0.0,0.0,0.0,200,False,1787940279.3097873
web,13,4,,True,,,0.023050400021020323,0.0,0.0,0.0,0.0,200,False,1787940284.3257987
web,13,5,,True,,,0.027488799998536706,0.0,0.0,0.0,0.0,200,False,1787940289.3499484
web,13,6,,True,,,0.01434039999730885,0.0,0.0,0.0,0.0,200,False,1787940294.3780546
web,13,7,,True,,,0.017863099987152964,0.0,0.0,0.0,0.0,200,False,1787940299.3930848
web,13,8,,True,,,0.014346999989356846,0.0,0.0,0.0,0.0,200,False,1787940304.4113252
web,13,9,,True,,,0.029409100010525435,0.0,0.0,0.0,0.0,200,False,1787940309.4271436
web,14,0,,True,,,0.8444668000447564,0.0,0.0,0.0,0.0,200,False,1787940263.514274
web,14,1,,True,,,0.029063499998301268,0.0,0.0,0.0,0.0,200,False,1787940269.3595304
web,14,2,,True,,,0.011677400034386665,0.0,0.0,0.0,0.0,200,False,1787940274.3889122
web,14,3,,True,,,0.005835199961438775,0.0,0.0,0.0,0.0,200,False,1787940279.4014502
web,14,4,,True,,,0.021427900006528944,0.0,0.0,0.0,0.0,200,False,1787940284.4079256
web,14,5,,True,,,0.0023118999670259655,0.0,0.0,0.0,0.0,200,False,1787940289.429612
web,14,6,,True,,,0.024020199954975396,0.0,0.0,0.0,0.0,200,False,1787940294.4330826
web,14,7,,True,,,0.004070499970111996,0.0,0.0,0.0,0.0,200,False,1787940299.4576166
web,14,8,,True,,,0.007560300000477582,0.0,0.0,0.0,0.0,200,False,1787940304.4617662
web,14,9,,True,,,0.025399799982551485,0.0,0.0,0.0,0.0,200,False,1787940309.4698014
web,15,0,,True,,,0.8781055999570526,0.0,0.0,0.0,0.0,200,False,1787940263.5143278
web,15,1,,True,,,0.01161430001957342,0.0,0.0,0.0,0.0,200,False,1787940269.3928866
web,15,2,,True,,,0.009509900002740324,0.0,0.0,0.0,0.0,200,False,1787940274.4046912
web,15,3,,True,,,0.012298299989197403,0.0,0.0,0.0,0.0,200,False,1787940279.4147558
web,15,4,,True,,,0.008249000005889684,0.0,0.0,0.0,0.0,200,False,1787940284.4276037
web,15,5,,True,,,0.020873899979051203,0.0,0.0,0.0,0.0,200,False,1787940289.4369938
web,15,6,,True,,,0.004900600004475564,0.0,0.0,0.0,0.0,200,False,1787940294.4584548
web,15,7,,True,,,0.03098189999582246,0.0,0.0,0.0,0.0,200,False,1787940299.463685
web,15,8,,True,,,0.028528800001367927,0.0,0.0,0.0,0.0,200,False,1787940304.4955456
web,15,9,,True,,,0.003302199998870492,0.0,0.0,0.0,0.0,200,False,1787940309.524269
web,16,0,,True,,,0.8443123000324704,0.0,0.0,0.0,0.0,200,False,1787940263.5142214
web,16,1,,True,,,0.022531300026457757,0.0,0.0,0.0,0.0,200,False,1787940269.359034
web,16,2,,True,,,0.027940600004512817,0.0,0.0,0.0,0.0,200,False,1787940274.3819191
web,16,3,,True,,,0.006485999969299883,0.0,0.0,0.0,0.0,200,False,1787940279.4102237
web,16,4,,True,,,0.027028199983760715,0.0,0.0,0.0,0.0,200,False,1787940284.4172595
web,16,5,,True,,,0.0052288000006228685,0.0,0.0,0.0,0.0,200,False,1787940289.4445689
web,16,6,,True,,,0.006062400003429502,0.0,0.0,0.0,0.0,200,False,1787940294.4499836
web,16,7,,True,,,0.004381999955512583,0.0,0.0,0.0,0.0,200,False,1787940299.4565804
web,16,8,,True,,,0.009090500010643154,0.0,0.0,0.0,0.0,200,False,1787940304.4612696
web,16,9,,True,,,0.02157049998641014,0.0,0.0,0.0,0.0,200,False,1787940309.4708
web,17,0,,True,,,0.5719038000097498,0.0,0.0,0.0,0.0,200,False,1787940263.8213918
web,17,1,,True,,,0.01837670005625114,0.0,0.0,0.0,0.0,200,False,1787940269.3941886
web,17,2,,True,,,0.022589000000152737,0.0,0.0,0.0,0.0,200,False,1787940274.4127634
web,17,3,,True,,,0.01294609997421503,0.0,0.0,0.0,0.0,200,False,1787940279.4356098
web,17,4,,True,,,0.02766879997216165,0.0,0.0,0.0,0.0,200,False,1787940284.448965
web,17,5,,True,,,0.004475699970498681,0.0,0.0,0.0,0.0,200,False,1787940289.4770954
web,17,6,,True,,,0.02215409994823858,0.0,0.0,0.0,0.0,200,False,1787940294.4818149
web,17,7,,True,,,0.019572599965613335,0.0,0.0,0.0,0.0,200,False,1787940299.5050023
web,17,8,,True,,,0.023580800043419003,0.0,0.0,0.0,0.0,200,False,1787940304.5251114
web,17,9,,True,,,0.00912520004203543,0.0,0.0,0.0,0.0,200,False,1787940309.5494835
web,18,0,,True,,,0.4220474999747239,0.0,0.0,0.0,0.0,200,False,1787940263.8218584
web,18,1,,True,,,0.007698900008108467,0.0,0.0,0.0,0.0,200,False,1787940269.244333
web,18,2,,True,,,0.026091500010807067,0.0,0.0,0.0,0.0,200,False,1787940274.253677
web,18,3,,True,,,0.030147199984639883,0.0,0.0,0.0,0.0,200,False,1787940279.280362
web,18,4,,True,,,0.005005699989851564,0.0,0.0,0.0,0.0,200,False,1787940284.3114145
web,18,5,,True,,,0.014854000008199364,0.0,0.0,0.0,0.0,200,False,1787940289.316954
web,18,6,,True,,,0.030406599980778992,0.0,0.0,0.0,0.0,200,False,1787940294.3325694
web,18,7,,True,,,0.01567529997555539,0.0,0.0,0.0,0.0,200,False,1787940299.363585
web,18,8,,True,,,0.0037364999880082905,0.0,0.0,0.0,0.0,200,False,1787940304.3793638
web,18,9,,True,,,0.025085899978876114,0.0,0.0,0.0,0.0,200,False,1787940309.3835795
web,19,0,,True,,,0.8233316999976523,0.0,0.0,0.0,0.0,200,False,1787940263.5145402
web,19,1,,True,,,0.03836910001700744,0.0,0.0,0.0,0.0,200,False,1787940269.3380914
web,19,2,,True,,,0.004150099994149059,0.0,0.0,0.0,0.0,200,False,1787940274.3767464
web,19,3,,True,,,0.02557430003071204,0.0,0.0,0.0,0.0,200,False,1787940279.3813374
web,19,4,,True,,,0.020709400007035583,0.0,0.0,0.0,0.0,200,False,1787940284.407319
web,19,5,,True,,,0.003012400004081428,0.0,0.0,0.0,0.0,200,False,1787940289.4283812
web,19,6,,True,,,0.024179400003049523,0.0,0.0,0.0,0.0,200,False,1787940294.4325569
web,19,7,,True,,,0.01896469999337569,0.0,0.0,0.0,0.0,200,False,1787940299.4571917
web,19,8,,True,,,0.0026017999625764787,0.0,0.0,0.0,0.0,200,False,1787940304.4769764
web,19,9,,True,,,0.011697299953084439,0.0,0.0,0.0,0.0,200,False,1787940309.4799008
web,20,0,,True,,,0.8442362999776378,0.0,0.0,0.0,0.0,200,False,1787940263.514376
web,20,1,,True,,,0.019915100012440234,0.0,0.0,0.0,0.0,200,False,1787940269.3591065
web,20,2,,True,,,0.004031900025438517,0.0,0.0,0.0,0.0,200,False,1787940274.3793163
web,20,3,,True,,,0.02192800003103912,0.0,0.0,0.0,0.0,200,False,1787940279.3834364
web,20,4,,True,,,0.008974900003522635,0.0,0.0,0.0,0.0,200,False,1787940284.405778
web,20,5,,True,,,0.02818630001274869,0.0,0.0,0.0,0.0,200,False,1787940289.4151692
web,20,6,,True,,,0.02974039997207001,0.0,0.0,0.0,0.0,200,False,1787940294.443945
web,20,7,,True,,,0.02086089999647811,0.0,0.0,0.0,0.0,200,False,1787940299.4740503
web,20,8,,True,,,0.008694500022102147,0.0,0.0,0.0,0.0,200,False,1787940304.4957266
web,20,9,,True,,,0.0020631999941542745,0.0,0.0,0.0,0.0,200,False,1787940309.504677
web,21,0,,True,,,0.4409728000173345,0.0,0.0,0.0,0.0,200,False,1787940263.710164
web,21,1,,True,,,0.027209299965761602,0.0,0.0,0.0,0.0,200,False,1787940269.1515565
web,21,2,,True,,,0.021508799982257187,0.0,0.0,0.0,0.0,200,False,1787940274.1793215
web,21,3,,True,,,0.014005300006829202,0.0,0.0,0.0,0.0,200,False,1787940279.2017148
web,21,4,,True,,,0.023086800007149577,0.0,0.0,0.0,0.0,200,False,1787940284.216171
web,21,5,,True,,,0.029159000026993454,0.0,0.0,0.0,0.0,200,False,1787940289.239824
web,21,6,,True,,,0.02799329999834299,0.0,0.0,0.0,0.0,200,False,1787940294.2693422
web,21,7,,True,,,0.018688099982682616,0.0,0.0,0.0,0.0,200,False,1787940299.2979674
web,21,8,,True,,,0.003864700032863766,0.0,0.0,0.0,0.0,200,False,1787940304.317469
web,21,9,,True,,,0.02446869999403134,0.0,0.0,0.0,0.0,200,False,1787940309.3217118
web,22,0,,True,,,0.8440726000117138,0.0,0.0,0.0,0.0,200,False,1787940263.5147169
web,22,1,,True,,,0.027690500020980835,0.0,0.0,0.0,0.0,200,False,1787940269.3592653
web,22,2,,True,,,0.010460900026373565,0.0,0.0,0.0,0.0,200,False,1787940274.3873162
web,22,3,,True,,,0.02805590000934899,0.0,0.0,0.0,0.0,200,False,1787940279.3984926
web,22,4,,True,,,0.00852820003638044,0.0,0.0,0.0,0.0,200,False,1787940284.4271033
web,22,5,,True,,,0.024146799987647682,0.0,0.0,0.0,0.0,200,False,1787940289.4358673
web,22,6,,True,,,0.012642099987715483,0.0,0.0,0.0,0.0,200,False,1787940294.4606075
web,22,7,,True,,,0.006745900027453899,0.0,0.0,0.0,0.0,200,False,1787940299.4734292
web,22,8,,True,,,0.002417699957732111,0.0,0.0,0.0,0.0,200,False,1787940304.4807003
web,22,9,,True,,,0.011015500000212342,0.0,0.0,0.0,0.0,200,False,1787940309.484006
web,23,0,,True,,,0.904815600020811,0.0,0.0,0.0,0.0,200,False,1787940263.5144458
web,23,1,,True,,,0.00795480003580451,0.0,0.0,0.0,0.0,200,False,1787940269.4194703
web,23,2,,True,,,0.007831400027498603,0.0,0.0,0.0,0.0,200,False,1787940274.4275637
web,23,3,,True,,,0.012194900016766042,0.0,0.0,0.0,0.0,200,False,1787940279.435698
web,23,4,,True,,,0.0023087000008672476,0.0,0.0,0.0,0.0,200,False,1787940284.448526
web,23,5,,True,,,0.007609199965372682,0.0,0.0,0.0,0.0,200,False,1787940289.4511535
web,23,6,,True,,,0.03117460000794381,0.0,0.0,0.0,0.0,200,False,1787940294.4588187
web,23,7,,True,,,0.009592799993697554,0.0,0.0,0.0,0.0,200,False,1787940299.4901698
web,23,8,,True,,,0.013012800016440451,0.0,0.0,0.0,0.0,200,False,1787940304.5006306
web,23,9,,True,,,0.008282999973744154,0.0,0.0,0.0,0.0,200,False,1787940309.5141711
web,24,0,,True,,,0.8818333999952301,0.0,0.0,0.0,0.0,200,False,1787940263.5144768
web,24,1,,True,,,0.028941399999894202,0.0,0.0,0.0,0.0,200,False,1787940269.3968353
web,24,2,,True,,,0.02674299996579066,0.0,0.0,0.0,0.0,200,False,1787940274.4265072
web,24,3,,True,,,0.005428200005553663,0.0,0.0,0.0,0.0,200,False,1787940279.4538257
web,24,4,,True,,,0.028729400015436113,0.0,0.0,0.0,0.0,200,False,1787940284.4596639
web,24,5,,True,,,0.003015300026163459,0.0,0.0,0.0,0.0,200,False,1787940289.4890184
web,24,6,,True,,,0.0031086999806575477,0.0,0.0,0.0,0.0,200,False,1787940294.4926116
web,24,7,,True,,,0.027989600028377026,0.0,0.0,0.0,0.0,200,False,1787940299.4962273
web,24,8,,True,,,0.02398880000691861,0.0,0.0,0.0,0.0,200,False,1787940304.5246706
web,24,9,,True,,,0.010295099986251444,0.0,0.0,0.0,0.0,200,False,1787940309.549042
web,25,0,,True,,,0.6191853000200354,0.0,0.0,0.0,0.0,200,False,1787940263.774695
web,25,1,,True,,,0.024435099971015006,0.0,0.0,0.0,0.0,200,False,1787940269.3943012
web,25,2,,True,,,0.016527499945368618,0.0,0.0,0.0,0.0,200,False,1787940274.419163
web,25,3,,True,,,0.02122519997647032,0.0,0.0,0.0,0.0,200,False,1787940279.4367197
web,25,4,,True,,,0.005820200021844357,0.0,0.0,0.0,0.0,200,False,1787940284.4582088
web,25,5,,True,,,0.008108599984552711,0.0,0.0,0.0,0.0,200,False,1787940289.4643095
web,25,6,,True,,,0.00914460001513362,0.0,0.0,0.0,0.0,200,False,1787940294.4728293
web,25,7,,True,,,0.006152499991003424,0.0,0.0,0.0,0.0,200,False,1787940299.4823442
web,25,8,,True,,,0.0027071000076830387,0.0,0.0,0.0,0.0,200,False,1787940304.4886098
web,25,9,,True,,,0.030390199972316623,0.0,0.0,0.0,0.0,200,False,1787940309.4917731
web,26,0,,True,,,0.8411070000147447,0.0,0.0,0.0,0.0,200,False,1787940263.5146012
web,26,1,,True,,,0.010291800019331276,0.0,0.0,0.0,0.0,200,False,1787940269.3560693
web,26,2,,True,,,0.023809900041669607,0.0,0.0,0.0,0.0,200,False,1787940274.3670516
web,26,3,,True,,,0.03637929999968037,0.0,0.0,0.0,0.0,200,False,1787940279.3912144
web,26,4,,True,,,0.00951469998108223,0.0,0.0,0.0,0.0,200,False,1787940284.4283712
web,26,5,,True,,,0.020002699980977923,0.0,0.0,0.0,0.0,200,False,1787940289.4380548
web,26,6,,True,,,0.015815099992323667,0.0,0.0,0.0,0.0,200,False,1787940294.4583087
web,26,7,,True,,,0.02050069998949766,0.0,0.0,0.0,0.0,200,False,1787940299.4744658
web,26,8,,True,,,0.029157200013287365,0.0,0.0,0.0,0.0,200,False,1787940304.4951422
web,26,9,,True,,,0.028442800045013428,0.0,0.0,0.0,0.0,200,False,1787940309.5248063
web,27,0,,True,,,0.8757926999824122,0.0,0.0,0.0,0.0,200,False,1787940263.5147493
web,27,1,,True,,,0.013373099965974689,0.0,0.0,0.0,0.0,200,False,1787940269.3908305
web,27,2,,True,,,0.010647199989762157,0.0,0.0,0.0,0.0,200,False,1787940274.4048717
web,27,3,,True,,,0.012162300001364201,0.0,0.0,0.0,0.0,200,False,1787940279.4158897
web,27,4,,True,,,0.008872899983543903,0.0,0.0,0.0,0.0,200,False,1787940284.4286857
web,27,5,,True,,,0.02057479997165501,0.0,0.0,0.0,0.0,200,False,1787940289.4379725
web,27,6,,True,,,0.006879799999296665,0.0,0.0,0.0,0.0,200,False,1787940294.4592168
web,27,7,,True,,,0.004114600014872849,0.0,0.0,0.0,0.0,200,False,1787940299.4663165
web,27,8,,True,,,0.003042500000447035,0.0,0.0,0.0,0.0,200,False,1787940304.4709709
web,27,9,,True,,,0.018470600014552474,0.0,0.0,0.0,0.0,200,False,1787940309.474332
web,28,0,,True,,,0.37891959998523816,0.0,0.0,0.0,0.0,200,False,1787940263.9614472
web,28,1,,True,,,0.02309049997711554,0.0,0.0,0.0,0.0,200,False,1787940269.3409548
web,28,2,,True,,,0.0264774999814108,0.0,0.0,0.0,0.0,200,False,1787940274.3642273
web,28,3,,True,,,0.034871599986217916,0.0,0.0,0.0,0.0,200,False,1787940279.391406
